uid,namedLocation,domainID,siteID,plotID,plotType,collectDate,samplingProtocolVersion,sampleID,sampleCode,kclSampleID,kclSampleCode,incubationPairID,nTransBoutType,incubationLength,extractionStartDate,kclReferenceID,soilFreshMass,kclVolume,extractionEndDate,sampleCondition,remarks,processedBy,recordedBy,dataQF,publicationDate,release
54d3801c-b44a-46bb-8e07-12968b0f34b9,HARV_002.basePlot.bgc,D01,HARV,HARV_002,distributed,2018-04-17T14:09Z,NEON.DOC.014048vK,HARV_002-M-9.5-1.5-20180417,A00000001239,HARV_002-M-9.5-1.5-20180417-KCL,B00000006284,HARV_002-M-9.5-1.5,tInitial,0,2018-04-18T15:44Z,HARV-20180418-BRef1,10.03,100,2018-04-18T19Z,OK,,ewallis@battelleecology.org,hbartholomaus@battelleecology.org,,20201218T092955Z,RELEASE-2021
bbdaa082-0d58-42f7-a67b-5d61512641c2,HARV_002.basePlot.bgc,D01,HARV,HARV_002,distributed,2018-04-17T14:55Z,NEON.DOC.014048vK,HARV_002-O-34.5-24-20180417,A00000001236,HARV_002-O-34.5-24-20180417-KCL,B00000006269,HARV_002-O-34.5-24,tInitial,0,2018-04-18T16:27Z,HARV-20180418-BRef1,10.08,100,2018-04-18T19Z,OK,,ewallis@battelleecology.org,hbartholomaus@battelleecology.org,,20201218T092955Z,RELEASE-2021
aaf1256e-5a26-4d66-965f-fdf6a0ecd407,HARV_002.basePlot.bgc,D01,HARV,HARV_002,distributed,2018-04-17T14:55Z,NEON.DOC.014048vK,HARV_002-M-34.5-24-20180417,A00000001238,HARV_002-M-34.5-24-20180417-KCL,B00000006271,HARV_002-M-34.5-24,tInitial,0,2018-04-18T16:50Z,HARV-20180418-BRef1,10.11,100.1,2018-04-18T19Z,OK,,ewallis@battelleecology.org,hbartholomaus@battelleecology.org,,20201218T092955Z,RELEASE-2021
845fb86b-e267-4bcc-929c-42c0ee872b54,HARV_002.basePlot.bgc,D01,HARV,HARV_002,distributed,2018-04-17T15:07Z,NEON.DOC.014048vK,HARV_002-M-28.5-1.5-20180417,A00000001237,HARV_002-M-28.5-1.5-20180417-KCL,B00000006287,HARV_002-M-28.5-1.5,tInitial,0,2018-04-18T15:52Z,HARV-20180418-BRef1,10.04,100,2018-04-18T19Z,OK,,ewallis@battelleecology.org,hbartholomaus@battelleecology.org,,20201218T092955Z,RELEASE-2021
38279cd9-9d2f-4407-a2db-124b6354c876,HARV_002.basePlot.bgc,D01,HARV,HARV_002,distributed,2018-04-17T15:07Z,NEON.DOC.014048vK,HARV_002-O-28.5-1.5-20180417,A00000001234,HARV_002-O-28.5-1.5-20180417-KCL,B00000006278,HARV_002-O-28.5-1.5,tInitial,0,2018-04-18T16:10Z,HARV-20180418-BRef1,9.93,100,2018-04-18T19Z,OK,,ewallis@battelleecology.org,hbartholomaus@battelleecology.org,,20201218T092955Z,RELEASE-2021
f60a94ed-3a3c-48d7-b645-608557a6b556,HARV_005.basePlot.bgc,D01,HARV,HARV_005,distributed,2018-04-17T16:36Z,NEON.DOC.014048vK,HARV_005-O-12.5-38-20180417,A00000001247,HARV_005-O-12.5-38-20180417-KCL,B00000006321,"",tInitial,0,2018-04-18T16:30Z,HARV-20180418-BRef1,10.07,100,2018-04-18T18Z,OK,,ewallis@battelleecology.org,hbartholomaus@battelleecology.org,,20201218T092955Z,RELEASE-2021
b958eb50-1972-459e-b8b5-55f431aaedd0,HARV_005.basePlot.bgc,D01,HARV,HARV_005,distributed,2018-04-17T17:09Z,NEON.DOC.014048vK,HARV_005-M-12.5-38-20180417,A00000001242,HARV_005-M-12.5-38-20180417-KCL,B00000006272,"",tInitial,0,2018-04-18T16:00Z,HARV-20180418-BRef1,10.09,100,2018-04-18T19Z,OK,,ewallis@battelleecology.org,hbartholomaus@battelleecology.org,,20201218T092955Z,RELEASE-2021
c33edf7e-6dea-486a-916c-010987fa1704,HARV_021.basePlot.bgc,D01,HARV,HARV_021,distributed,2018-04-17T17:16Z,NEON.DOC.014048vK,HARV_021-O-1-22.5-20180417,A00000001283,HARV_021-O-1-22.5-20180417-KCL,B00000006291,HARV_021-O-1-22.5,tInitial,0,2018-04-18T16:24Z,HARV-20180418-BRef1,10.3,100,2018-04-18T19Z,OK,,ewallis@battelleecology.org,hbartholomaus@battelleecology.org,,20201218T092955Z,RELEASE-2021
185e2f11-4bab-4518-9e21-0991ec22b3b0,HARV_005.basePlot.bgc,D01,HARV,HARV_005,distributed,2018-04-17T17:24Z,NEON.DOC.014048vK,HARV_005-O-36-21-20180417,A00000001245,HARV_005-O-36-21-20180417-KCL,B00000006308,HARV_005-O-36-21,tInitial,0,2018-04-18T16:34Z,HARV-20180418-BRef1,10.14,100.1,2018-04-18T19Z,OK,,ewallis@battelleecology.org,hbartholomaus@battelleecology.org,,20201218T092955Z,RELEASE-2021
b8978481-0ee9-4bf4-9e44-6be0dded927c,HARV_021.basePlot.bgc,D01,HARV,HARV_021,distributed,2018-04-17T17:26Z,NEON.DOC.014048vK,HARV_021-M-1-22.5-20180417,A00000001262,HARV_021-M-1-22.5-20180417-KCL,B00000006275,HARV_021-M-1-22.5,tInitial,0,2018-04-18T13:26Z,HARV-20180418-BRef1,10.05,100,2018-04-18T18Z,OK,,ewallis@battelleecology.org,hbartholomaus@battelleecology.org,,20201218T092955Z,RELEASE-2021
1bc85f8f-5198-475a-80b6-f7608facc44f,HARV_005.basePlot.bgc,D01,HARV,HARV_005,distributed,2018-04-17T17:36Z,NEON.DOC.014048vK,HARV_005-M-36-21-20180417,A00000001244,HARV_005-M-36-21-20180417-KCL,B00000006322,HARV_005-M-36-21,tInitial,0,2018-04-18T15:16Z,HARV-20180418-BRef1,9.99,100,2018-04-18T19Z,OK,,ewallis@battelleecology.org,hbartholomaus@battelleecology.org,,20201218T092955Z,RELEASE-2021
da84f802-0bb0-47eb-880e-e9f9a0a2fc04,HARV_021.basePlot.bgc,D01,HARV,HARV_021,distributed,2018-04-17T17:43Z,NEON.DOC.014048vK,HARV_021-O-16.5-6-20180417,A00000001282,HARV_021-O-16.5-6-20180417-KCL,B00000006309,HARV_021-O-16.5-6,tInitial,0,2018-04-18T16:20Z,HARV-20180418-BRef1,10.1,100,2018-04-18T19Z,OK,,ewallis@battelleecology.org,hbartholomaus@battelleecology.org,,20201218T092955Z,RELEASE-2021
d3f771d6-76c9-4071-a1ba-5fb622952060,HARV_005.basePlot.bgc,D01,HARV,HARV_005,distributed,2018-04-17T17:48Z,NEON.DOC.014048vK,HARV_005-M-21.5-5.5-20180417,A00000001246,HARV_005-M-21.5-5.5-20180417-KCL,B00000006276,HARV_005-M-21.5-5.5,tInitial,0,2018-04-18T13:22Z,HARV-20180418-BRef1,10.01,100,2018-04-18T18Z,OK,,ewallis@battelleecology.org,hbartholomaus@battelleecology.org,,20201218T092955Z,RELEASE-2021
1c88132c-d733-4a5d-87f7-27890fcd6bb6,HARV_021.basePlot.bgc,D01,HARV,HARV_021,distributed,2018-04-17T17:52Z,NEON.DOC.014048vK,HARV_021-M-16.5-6-20180417,A00000001261,HARV_021-M-16.5-6-20180417-KCL,B00000006319,HARV_021-M-16.5-6,tInitial,0,2018-04-18T14:26Z,HARV-20180418-BRef1,10.04,100,2018-04-18T18Z,OK,,ewallis@battelleecology.org,hbartholomaus@battelleecology.org,,20201218T092955Z,RELEASE-2021
18621137-f7fd-4f4e-b763-47587e7154c3,HARV_021.basePlot.bgc,D01,HARV,HARV_021,distributed,2018-04-17T18:10Z,NEON.DOC.014048vK,HARV_021-O-28.5-1-20180417,A00000001281,HARV_021-O-28.5-1-20180417-KCL,B00000006285,HARV_021-O-28.5-1,tInitial,0,2018-04-18T16:15Z,HARV-20180418-BRef1,10.1,100,2018-04-18T19Z,OK,,ewallis@battelleecology.org,hbartholomaus@battelleecology.org,,20201218T092955Z,RELEASE-2021
acd12d7b-43c4-4aed-a550-9e279357fac7,HARV_021.basePlot.bgc,D01,HARV,HARV_021,distributed,2018-04-17T18:21Z,NEON.DOC.014048vK,HARV_021-M-28.5-1-20180417,A00000001260,HARV_021-M-28.5-1-20180417-KCL,B00000006320,HARV_021-M-28.5-1,tInitial,0,2018-04-18T14:08Z,HARV-20180418-BRef1,10.09,100,2018-04-18T18Z,OK,,ewallis@battelleecology.org,hbartholomaus@battelleecology.org,,20201218T092955Z,RELEASE-2021
c3b041f5-b009-4a23-a631-ccf1cafab0b2,HARV_013.basePlot.bgc,D01,HARV,HARV_013,distributed,2018-04-18T14:26Z,NEON.DOC.014048vK,HARV_013-O-10.5-37-20180418,A00000001284,HARV_013-O-10.5-37-20180418-KCL,B00000006288,HARV_013-O-10.5-37,tInitial,0,2018-04-19T15:00Z,HARV-20180419-BRef1,10.02,100,2018-04-19T19Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20201218T092955Z,RELEASE-2021
710525b8-648d-4e34-a0ee-195d71dd553d,HARV_013.basePlot.bgc,D01,HARV,HARV_013,distributed,2018-04-18T14:33Z,NEON.DOC.014048vK,HARV_013-M-10.5-37-20180418,A00000001263,HARV_013-M-10.5-37-20180418-KCL,B00000006273,HARV_013-M-10.5-37,tInitial,0,2018-04-19T15:36Z,HARV-20180419-BRef1,10.24,100,2018-04-19T19Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20201218T092955Z,RELEASE-2021
adeb5118-988b-471f-9b35-f77f50983809,HARV_033.basePlot.bgc,D01,HARV,HARV_033,tower,2018-04-18T14:41Z,NEON.DOC.014048vK,HARV_033-M-14.5-0-20180418,A00000001258,HARV_033-M-14.5-0-20180418-KCL,B00000006283,HARV_033-M-14.5-0,tInitial,0,2018-04-19T17:06Z,HARV-20180419-BRef1,10.36,100,2018-04-19T19Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20201218T092955Z,RELEASE-2021
1ab0f539-7066-4106-8e1e-a8fb3fc60eff,HARV_013.basePlot.bgc,D01,HARV,HARV_013,distributed,2018-04-18T14:53Z,NEON.DOC.014048vK,HARV_013-O-30-30.5-20180418,A00000001267,HARV_013-O-30-30.5-20180418-KCL,B00000006282,HARV_013-O-30-30.5,tInitial,0,2018-04-19T15:27Z,HARV-20180419-BRef1,10.01,100,2018-04-19T18Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20201218T092955Z,RELEASE-2021
14632400-6dfc-4f75-a866-07364d947a66,HARV_013.basePlot.bgc,D01,HARV,HARV_013,distributed,2018-04-18T15:03Z,NEON.DOC.014048vK,HARV_013-M-30-30.5-20180418,A00000001264,HARV_013-M-30-30.5-20180418-KCL,B00000006280,HARV_013-M-30-30.5,tInitial,0,2018-04-19T15:46Z,HARV-20180419-BRef1,10.08,100,2018-04-19T18Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20201218T092955Z,RELEASE-2021
8d63d492-d20f-450e-9927-abf371ddadfd,HARV_033.basePlot.bgc,D01,HARV,HARV_033,tower,2018-04-18T15:14Z,NEON.DOC.014048vK,HARV_033-O-0-32.5-20180418,A00000001241,HARV_033-O-0-32.5-20180418-KCL,B00000006327,HARV_033-O-0-32.5,tInitial,0,2018-04-19T15:21Z,HARV-20180419-BRef1,10.25,100,2018-04-19T19Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20201218T092955Z,RELEASE-2021
44e14499-b439-4ffb-b426-74209c5dfed5,HARV_013.basePlot.bgc,D01,HARV,HARV_013,distributed,2018-04-18T15:15Z,NEON.DOC.014048vK,HARV_013-O-24.5-7.5-20180418,A00000001266,HARV_013-O-24.5-7.5-20180418-KCL,B00000006274,HARV_013-O-24.5-7.5,tInitial,0,2018-04-19T15:24Z,HARV-20180419-BRef1,10.14,100,2018-04-19T18Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20201218T092955Z,RELEASE-2021
f42fc62c-156d-4b08-8f86-13a0a1ac4a6a,HARV_013.basePlot.bgc,D01,HARV,HARV_013,distributed,2018-04-18T15:27Z,NEON.DOC.014048vK,HARV_013-M-24.5-7.5-20180418,A00000001265,HARV_013-M-24.5-7.5-20180418-KCL,B00000006281,HARV_013-M-24.5-7.5,tInitial,0,2018-04-19T17:11Z,HARV-20180419-BRef1,10.21,100,2018-04-19T19Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20201218T092955Z,RELEASE-2021
25e7999e-0b30-4dd6-a9a7-41bead6a6e1b,HARV_033.basePlot.bgc,D01,HARV,HARV_033,tower,2018-04-18T15:30Z,NEON.DOC.014048vK,HARV_033-M-0-32.5-20180418,A00000001259,HARV_033-M-0-32.5-20180418-KCL,B00000006290,HARV_033-M-0-32.5,tInitial,0,2018-04-19T17:41Z,HARV-20180419-BRef1,10.33,100,2018-04-19T20Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20201218T092955Z,RELEASE-2021
7f8abb6a-7cdc-4161-a5c6-9d1e93c25290,HARV_004.basePlot.bgc,D01,HARV,HARV_004,distributed,2018-04-18T16:22Z,NEON.DOC.014048vK,HARV_004-O-0.5-26.5-20180418,A00000001248,HARV_004-O-0.5-26.5-20180418-KCL,B00000006270,HARV_004-O-0.5-26.5,tInitial,0,2018-04-19T16:54Z,HARV-20180419-BRef1,10.25,100,2018-04-19T20Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20201218T092955Z,RELEASE-2021
f8d8e2f2-7cdd-4e7a-ab34-7269ecd5b2b8,HARV_004.basePlot.bgc,D01,HARV,HARV_004,distributed,2018-04-18T16:31Z,NEON.DOC.014048vK,HARV_004-M-0.5-26.5-20180418,A00000001231,HARV_004-M-0.5-26.5-20180418-KCL,B00000006324,HARV_004-M-0.5-26.5,tInitial,0,2018-04-19T14:31Z,HARV-20180419-BRef1,9.97,100,2018-04-19T18Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20201218T092955Z,RELEASE-2021
cd80ade4-faf6-4158-8e1e-a3ad39bce16a,HARV_033.basePlot.bgc,D01,HARV,HARV_033,tower,2018-04-18T16:36Z,NEON.DOC.014048vK,HARV_033-O-31.5-30-20180418,A00000001280,HARV_033-O-31.5-30-20180418-KCL,B00000006325,HARV_033-O-31.5-30,tInitial,0,2018-04-19T15:08Z,HARV-20180419-BRef1,10.18,100,2018-04-19T18Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20201218T092955Z,RELEASE-2021
4f40c26b-05ff-4391-8624-aa5a5830eb74,HARV_033.basePlot.bgc,D01,HARV,HARV_033,tower,2018-04-18T16:40Z,NEON.DOC.014048vK,HARV_033-M-31.5-30-20180418,A00000001240,HARV_033-M-31.5-30-20180418-KCL,B00000006292,HARV_033-M-31.5-30,tInitial,0,2018-04-19T17:51Z,HARV-20180419-BRef1,10.04,100,2018-04-19T20Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20201218T092955Z,RELEASE-2021
8a6cb500-51f9-4250-b6fc-17ac85725c3b,HARV_004.basePlot.bgc,D01,HARV,HARV_004,distributed,2018-04-18T16:53Z,NEON.DOC.014048vK,HARV_004-O-36-30.5-20180418,A00000001249,HARV_004-O-36-30.5-20180418-KCL,B00000006306,HARV_004-O-36-30.5,tInitial,0,2018-04-19T16:48Z,HARV-20180419-BRef1,10.24,100,2018-04-19T20Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20201218T092955Z,RELEASE-2021
ef696b87-ddc0-4d14-a590-20004cd2b979,HARV_004.basePlot.bgc,D01,HARV,HARV_004,distributed,2018-04-18T17:07Z,NEON.DOC.014048vK,HARV_004-M-36-30.5-20180418,A00000001230,HARV_004-M-36-30.5-20180418-KCL,B00000006277,HARV_004-M-36-30.5,tInitial,0,2018-04-19T15:49Z,HARV-20180419-BRef1,10.05,100,2018-04-19T19Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20201218T092955Z,RELEASE-2021
c1eddf64-a604-4dca-b94a-28db4736f3a5,HARV_004.basePlot.bgc,D01,HARV,HARV_004,distributed,2018-04-18T17:22Z,NEON.DOC.014048vK,HARV_004-O-21-0-20180418,A00000001250,HARV_004-O-21-0-20180418-KCL,B00000006323,HARV_004-O-21-0,tInitial,0,2018-04-19T15:11Z,HARV-20180419-BRef1,10,100,2018-04-19T19Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20201218T092955Z,RELEASE-2021
e586fd3c-c146-43e4-b6c1-a4354ea16fc3,HARV_004.basePlot.bgc,D01,HARV,HARV_004,distributed,2018-04-18T17:32Z,NEON.DOC.014048vK,HARV_004-M-21-0-20180418,A00000001229,HARV_004-M-21-0-20180418-KCL,B00000006315,HARV_004-M-21-0,tInitial,0,2018-04-19T16:57Z,HARV-20180419-BRef1,10.23,100,2018-04-19T20Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20201218T092955Z,RELEASE-2021
23d09e6f-2fc6-4919-a64e-2a0254185028,HARV_034.basePlot.bgc,D01,HARV,HARV_034,tower,2018-04-18T18:02Z,NEON.DOC.014048vK,HARV_034-O-7-1-20180418,A00000001277,HARV_034-O-7-1-20180418-KCL,B00000006305,HARV_034-O-7-1,tInitial,0,2018-04-19T16:51Z,HARV-20180419-BRef1,10.23,100,2018-04-19T20Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20201218T092955Z,RELEASE-2021
d8e0a2dd-aac4-4345-8585-19f49f3e16e4,HARV_034.basePlot.bgc,D01,HARV,HARV_034,tower,2018-04-18T18:12Z,NEON.DOC.014048vK,HARV_034-M-7-1-20180418,A00000001276,HARV_034-M-7-1-20180418-KCL,B00000006318,HARV_034-M-7-1,tInitial,0,2018-04-19T15:32Z,HARV-20180419-BRef1,10.11,100,2018-04-19T18Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20201218T092955Z,RELEASE-2021
3acf9de9-8368-426e-ad2d-ce895364e97b,HARV_001.basePlot.bgc,D01,HARV,HARV_001,distributed,2018-04-18T18:26Z,NEON.DOC.014048vK,HARV_001-O-37.5-12.5-20180418,A00000001226,HARV_001-O-37.5-12.5-20180418-KCL,B00000006303,HARV_001-O-37.5-12.5,tInitial,0,2018-04-19T15:01Z,HARV-20180419-BRef1,10.04,100,2018-04-19T19Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20201218T092955Z,RELEASE-2021
3231bf4a-157b-4f64-a857-62722e485c31,HARV_001.basePlot.bgc,D01,HARV,HARV_001,distributed,2018-04-18T18:36Z,NEON.DOC.014048vK,HARV_001-M-37.5-12.5-20180418,A00000001223,HARV_001-M-37.5-12.5-20180418-KCL,B00000006279,HARV_001-M-37.5-12.5,tInitial,0,2018-04-19T14:42Z,HARV-20180419-BRef1,10.03,100,2018-04-19T18Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20201218T092955Z,RELEASE-2021
8c372699-d83e-4a33-914e-53e49919ce97,HARV_034.basePlot.bgc,D01,HARV,HARV_034,tower,2018-04-18T18:37Z,NEON.DOC.014048vK,HARV_034-O-10-36-20180418,A00000001273,HARV_034-O-10-36-20180418-KCL,B00000006310,HARV_034-O-10-36,tInitial,0,2018-04-19T15:39Z,HARV-20180419-BRef1,10.14,100,2018-04-19T18Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20201218T092955Z,RELEASE-2021
542cffe6-d864-45f0-835f-537944b8c8b1,HARV_034.basePlot.bgc,D01,HARV,HARV_034,tower,2018-04-18T18:43Z,NEON.DOC.014048vK,HARV_034-M-10-36-20180418,A00000001274,HARV_034-M-10-36-20180418-KCL,B00000006314,HARV_034-M-10-36,tInitial,0,2018-04-19T17:31Z,HARV-20180419-BRef1,10.2,100,2018-04-19T19Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20201218T092955Z,RELEASE-2021
7fcac922-7fa6-4546-a53f-3b52a7c2d76c,HARV_001.basePlot.bgc,D01,HARV,HARV_001,distributed,2018-04-18T18:50Z,NEON.DOC.014048vK,HARV_001-O-28-35-20180418,A00000001222,HARV_001-O-28-35-20180418-KCL,B00000006301,HARV_001-O-28-35,tInitial,0,2018-04-19T15:16Z,HARV-20180419-BRef1,10.09,100,2018-04-19T18Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20201218T092955Z,RELEASE-2021
d0174493-2245-4309-9c9b-0ba1ea9d9ee1,HARV_001.basePlot.bgc,D01,HARV,HARV_001,distributed,2018-04-18T19:03Z,NEON.DOC.014048vK,HARV_001-M-28-35-20180418,A00000001224,HARV_001-M-28-35-20180418-KCL,B00000006286,HARV_001-M-28-35,tInitial,0,2018-04-19T14:52Z,HARV-20180419-BRef1,10.24,100,2018-04-19T18Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20201218T092955Z,RELEASE-2021
e0d0f571-0ec8-411f-8974-8bab377c17cb,HARV_034.basePlot.bgc,D01,HARV,HARV_034,tower,2018-04-18T19:04Z,NEON.DOC.014048vK,HARV_034-O-26-8-20180418,A00000001278,HARV_034-O-26-8-20180418-KCL,B00000006311,HARV_034-O-26-8,tInitial,0,2018-04-19T15:44Z,HARV-20180419-BRef1,10.37,100,2018-04-19T18Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20201218T092955Z,RELEASE-2021
7c202d04-48e5-4f57-9d37-11727194fe93,HARV_034.basePlot.bgc,D01,HARV,HARV_034,tower,2018-04-18T19:15Z,NEON.DOC.014048vK,HARV_034-M-26-8-20180418,A00000001275,HARV_034-M-26-8-20180418-KCL,B00000006317,HARV_034-M-26-8,tInitial,0,2018-04-19T17:14Z,HARV-20180419-BRef1,10.03,100,2018-04-19T20Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20201218T092955Z,RELEASE-2021
4e2ea861-b176-44f5-8b75-bcdb58237227,HARV_001.basePlot.bgc,D01,HARV,HARV_001,distributed,2018-04-18T19:15Z,NEON.DOC.014048vK,HARV_001-O-9-34.5-20180418,A00000001225,HARV_001-O-9-34.5-20180418-KCL,B00000006304,HARV_001-O-9-34.5,tInitial,0,2018-04-19T17:02Z,HARV-20180419-BRef1,10.31,100,2018-04-19T20Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20201218T092955Z,RELEASE-2021
31a2eff5-6f82-42a4-9a48-c0830e844cd5,HARV_001.basePlot.bgc,D01,HARV,HARV_001,distributed,2018-04-18T19:25Z,NEON.DOC.014048vK,HARV_001-M-9-34.5-20180418,A00000001221,HARV_001-M-9-34.5-20180418-KCL,B00000006302,HARV_001-M-9-34.5,tInitial,0,2018-04-19T14:48Z,HARV-20180419-BRef1,10.16,100,2018-04-19T18Z,OK,,scook@battelleecology.org,dmikros@battelleecology.org,,20201218T092955Z,RELEASE-2021
16a0ebc6-e1b5-413f-97ff-663fb0fd05da,HARV_035.basePlot.bgc,D01,HARV,HARV_035,tower,2018-04-19T12:13Z,NEON.DOC.014048vK,HARV_035-O-0.5-36.5-20180419,A00000001272,HARV_035-O-0.5-36.5-20180419-KCL,B00000006298,HARV_035-O-0.5-36.5,tInitial,0,2018-04-20T13:29Z,HARV-20180420-BRef1,10.35,100,2018-04-20T16Z,OK,,scook@battelleecology.org,scook@battelleecology.org,,20201218T092955Z,RELEASE-2021
8f0f7419-10e2-44b5-a853-60845d081e5e,HARV_035.basePlot.bgc,D01,HARV,HARV_035,tower,2018-04-19T12:17Z,NEON.DOC.014048vK,HARV_035-M-0.5-36.5-20180419,A00000001255,HARV_035-M-0.5-36.5-20180419-KCL,B00000006295,HARV_035-M-0.5-36.5,tInitial,0,2018-04-20T14:13Z,HARV-20180420-BRef1,10.04,100,2018-04-20T17Z,OK,,scook@battelleecology.org,scook@battelleecology.org,,20201218T092955Z,RELEASE-2021
cfe03df4-e0e7-44f9-a622-1156f624b972,HARV_035.basePlot.bgc,D01,HARV,HARV_035,tower,2018-04-19T12:43Z,NEON.DOC.014048vK,HARV_035-M-4.5-5-20180419,A00000001271,HARV_035-M-4.5-5-20180419-KCL,B00000006316,HARV_035-M-4.5-5,tInitial,0,2018-04-20T13:54Z,HARV-20180420-BRef1,10.03,100,2018-04-20T16Z,OK,,scook@battelleecology.org,scook@battelleecology.org,,20201218T092955Z,RELEASE-2021
5db2eef8-87aa-499a-b5a6-f62ea9764df3,HARV_035.basePlot.bgc,D01,HARV,HARV_035,tower,2018-04-19T12:44Z,NEON.DOC.014048vK,HARV_035-O-4.5-5-20180419,A00000001257,HARV_035-O-4.5-5-20180419-KCL,B00000006294,HARV_035-O-4.5-5,tInitial,0,2018-04-20T13:35Z,HARV-20180420-BRef1,10.11,100,2018-04-20T17Z,OK,,scook@battelleecology.org,scook@battelleecology.org,,20201218T092955Z,RELEASE-2021
77206397-aa05-4d0f-995b-25d30ef0c46d,HARV_035.basePlot.bgc,D01,HARV,HARV_035,tower,2018-04-19T13:16Z,NEON.DOC.014048vK,HARV_035-O-25.5-9-20180419,A00000001256,HARV_035-O-25.5-9-20180419-KCL,B00000006289,HARV_035-O-25.5-9,tInitial,0,2018-04-20T13:40Z,HARV-20180420-BRef1,10.05,100,2018-04-20T17Z,OK,,scook@battelleecology.org,scook@battelleecology.org,,20201218T092955Z,RELEASE-2021
1e8e68d9-bdcf-4a5d-9488-2fe36520469c,HARV_035.basePlot.bgc,D01,HARV,HARV_035,tower,2018-04-19T13:28Z,NEON.DOC.014048vK,HARV_035-M-25.5-9-20180419,A00000001254,HARV_035-M-25.5-9-20180419-KCL,B00000006313,HARV_035-M-25.5-9,tInitial,0,2018-04-20T14:22Z,HARV-20180420-BRef1,10.16,100,2018-04-20T17Z,OK,,scook@battelleecology.org,scook@battelleecology.org,,20201218T092955Z,RELEASE-2021
0f4d4fe6-921f-4f52-893d-fe4fb3c5238e,HARV_037.basePlot.bgc,D01,HARV,HARV_037,tower,2018-04-19T13:59Z,NEON.DOC.014048vK,HARV_037-O-30-22-20180419,A00000001270,HARV_037-O-30-22-20180419-KCL,B00000006293,HARV_037-O-30-22,tInitial,0,2018-04-20T13:10Z,HARV-20180420-BRef1,10,100,2018-04-20T16Z,OK,,scook@battelleecology.org,scook@battelleecology.org,,20201218T092955Z,RELEASE-2021
21ac29e3-11dc-4d00-a9a7-87ca0ae9ad7b,HARV_037.basePlot.bgc,D01,HARV,HARV_037,tower,2018-04-19T14:00Z,NEON.DOC.014048vK,HARV_037-M-30-22-20180419,A00000001251,HARV_037-M-30-22-20180419-KCL,B00000006299,HARV_037-M-30-22,tInitial,0,2018-04-20T13:45Z,HARV-20180420-BRef1,10.14,100,2018-04-20T17Z,OK,,scook@battelleecology.org,scook@battelleecology.org,,20201218T092955Z,RELEASE-2021
89f02144-2355-4c63-a8a9-312bacf306eb,HARV_037.basePlot.bgc,D01,HARV,HARV_037,tower,2018-04-19T14:38Z,NEON.DOC.014048vK,HARV_037-O-35-17.5-20180419,A00000001252,HARV_037-O-35-17.5-20180419-KCL,B00000006296,HARV_037-O-35-17.5,tInitial,0,2018-04-20T13:14Z,HARV-20180420-BRef1,10.37,100,2018-04-20T16Z,OK,,scook@battelleecology.org,scook@battelleecology.org,,20201218T092955Z,RELEASE-2021
21f01fb2-f99a-4353-8584-428f97868e7b,HARV_037.basePlot.bgc,D01,HARV,HARV_037,tower,2018-04-19T15:55Z,NEON.DOC.014048vK,HARV_037-M-35-17.5-20180419,A00000001269,HARV_037-M-35-17.5-20180419-KCL,B00000006300,HARV_037-M-35-17.5,tInitial,0,2018-04-20T14:00Z,HARV-20180420-BRef1,10.19,100,2018-04-20T17Z,OK,,scook@battelleecology.org,scook@battelleecology.org,,20201218T092955Z,RELEASE-2021
